No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
640,EVH,"Evolent Health, Inc.",Healthcare,Health Information Services,USA,2685.3,,29.37,-6.85%,1416127
641,EVOK,"Evoke Pharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,10.6,,3.09,-4.63%,36781
642,EVR,Evercore Inc.,Financial,Capital Markets,USA,3959.31,5.07,89.76,0.34%,446000
643,EVRI,Everi Holdings Inc.,Consumer Cyclical,Gambling,USA,1603.73,10.62,17.25,1.47%,676245
644,EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,USA,59923.48,39.48,96.34,-0.56%,2611240
645,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,9370.51,10.44,66.05,0.62%,567045
646,EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,USA,8065.04,,46.67,2.84%,1693665
647,EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,USA,6665.92,22.83,21.07,2.13%,3086480
648,EXK,Endeavour Silver Corp.,Basic Materials,Silver,Canada,551.41,40.66,3.09,0.32%,1850725
649,EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,16354.68,11.15,96.34,-1.02%,1339800
650,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,14736.76,73.39,92.03,0.95%,1701574
651,EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,USA,2071.42,25.41,13.77,-0.79%,757293
652,EXPR,"Express, Inc.",Consumer Cyclical,Apparel Retail,USA,125.65,6.45,1.78,0.00%,1560297
653,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,USA,1202.5,25.34,9.25,-0.64%,1416534
654,EYE,"National Vision Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA,2330.65,21.59,28.35,-0.91%,897233
655,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,46588.54,4.06,11.56,2.39%,58169401
656,FAF,First American Financial Corporation,Financial,Insurance - Specialty,USA,5899.94,5.51,54.7,0.07%,772692
657,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,19592.26,7.27,110.41,-3.48%,2639450
658,FAST,Fastenal Company,Industrials,Industrial Distribution,USA,28859.73,29.34,49.99,-1.01%,4691855
659,FATE,"Fate Therapeutics, Inc.",Healthcare,Biotechnology,USA,2965.79,,29.78,4.45%,1423461
660,FBC,"Flagstar Bancorp, Inc.",Financial,Banks - Regional,USA,1922.25,4.41,35.95,1.44%,250248
661,FBHS,"Fortune Brands Home & Security, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,8287.9,11.13,62.47,1.26%,856975
662,FBIO,"Fortress Biotech, Inc.",Healthcare,Biotechnology,USA,91.84,,0.88,-1.32%,329114
663,FBP,First BanCorp.,Financial,Banks - Regional,USA,2605.7,9.19,13.34,-1.04%,1716101
664,FCEL,"FuelCell Energy, Inc.",Industrials,Electrical Equipment & Parts,USA,1491.53,,3.94,-2.23%,9724770
665,FCF,First Commonwealth Financial Corporation,Financial,Banks - Regional,USA,1274.63,10.26,13.57,-0.44%,385810
666,FCPT,"Four Corners Property Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,2166.82,24.25,27.16,-1.09%,329372
667,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,39776.38,7.63,26.3,-2.27%,25657744
668,FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,USA,58008.25,15.34,222.98,-0.54%,2053369
669,FERG,Ferguson plc,Industrials,Industrial Distribution,United Kingdom,23488.75,11.82,109.74,-0.64%,475223
670,FFIN,"First Financial Bankshares, Inc.",Financial,Banks - Regional,USA,5771.18,25.46,40.31,-0.32%,282348
671,FFIV,"F5, Inc.",Technology,Software - Infrastructure,USA,9115.78,26.44,149.98,-1.73%,540012
672,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,1134.4,,12.09,4.31%,927177
673,FHB,"First Hawaiian, Inc.",Financial,Banks - Regional,USA,2904.05,10.94,22.54,-1.18%,628753
674,FHI,"Federated Hermes, Inc.",Financial,Asset Management,USA,3034.29,12.49,32.75,0.43%,438612
675,FHN,First Horizon Corporation,Financial,Banks - Regional,USA,11648.6,12.87,21.64,-0.87%,3066650
676,FIBK,"First Interstate BancSystem, Inc.",Financial,Banks - Regional,USA,4258.19,20.13,38.63,0.29%,366941
677,FINV,FinVolution Group,Financial,Credit Services,China,1476.89,3.86,4.77,5.76%,683830
678,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,57090.46,63.94,93.99,0.02%,1983869
679,FISV,"Fiserv, Inc.",Technology,Information Technology Services,USA,60036.28,36.2,92.59,0.00%,3423273
680,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,23045.17,9.61,33.53,-0.03%,3232485
681,FIVE,"Five Below, Inc.",Consumer Cyclical,Specialty Retail,USA,6773.38,25.56,119.04,-0.82%,741783
682,FIVN,"Five9, Inc.",Technology,Software - Infrastructure,USA,6450.52,,92.64,-3.61%,799620
683,FL,"Foot Locker, Inc.",Consumer Cyclical,Footwear & Accessories,USA,2344.34,3.14,25.1,1.05%,1763446
684,FLEX,Flex Ltd.,Technology,Electronic Components,Singapore,6634.59,7.48,14.48,0.98%,3155599
685,FLR,Fluor Corporation,Industrials,Engineering & Construction,USA,3293.38,,23.69,-1.54%,1426195
686,FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,USA,3674.44,38.62,28.35,-0.18%,1080159
687,FLT,"FLEETCOR Technologies, Inc.",Technology,Information Technology Services,USA,16286.06,19.93,211.37,-1.60%,473095
688,FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,Specialty Retail,USA,646.55,10.04,9.82,1.24%,264103
689,FMC,FMC Corporation,Basic Materials,Agricultural Inputs,USA,12979.77,15.9,103.54,-1.04%,558093
690,FMX,"Fomento Economico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,Mexico,20666.24,15.74,59.89,0.34%,897938
691,FNB,F.N.B. Corporation,Financial,Banks - Regional,USA,3883.52,10.01,10.98,0.27%,1479851
692,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,USA,7736.6,27.87,72.19,1.01%,2214562
693,FNF,"Fidelity National Financial, Inc.",Financial,Insurance - Specialty,USA,10699.49,4.91,37.77,1.04%,1234339
694,FNKO,"Funko, Inc.",Consumer Cyclical,Leisure,USA,1167.46,20.64,23.41,-2.42%,922594
695,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,32269.82,25.85,130.22,-1.28%,573948
696,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,USA,2742.21,58.34,35.59,0.31%,307535
697,FOLD,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology,USA,3085.42,,11.19,0.72%,2150399
698,FORM,"FormFactor, Inc.",Technology,Semiconductors,USA,2722.42,29.66,35.26,-0.11%,210465
699,FOSL,"Fossil Group, Inc.",Consumer Cyclical,Luxury Goods,USA,296.06,10.98,5.82,5.05%,365021
700,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,17983.32,16.65,33.22,0.97%,1523826
701,FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty,USA,676.67,,13.67,-2.01%,335069
702,FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,6351.94,25.57,47.95,-0.17%,743451
703,FRC,First Republic Bank,Financial,Banks - Regional,USA,26919.91,19.01,149.58,-0.49%,897895
704,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,USA,1269.08,5.71,32.08,0.53%,325326
705,FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,USA,2239.97,,47.73,-0.65%,579673
706,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,7886.22,30,98.8,1.46%,550338
707,FSLR,"First Solar, Inc.",Technology,Solar,USA,7104.73,33.96,68.42,-1.26%,1417065
708,FSP,Franklin Street Properties Corp.,Real Estate,REIT - Office,USA,383.69,4.11,3.7,1.37%,799519
709,FSR,Fisker Inc.,Consumer Cyclical,Auto Manufacturers,USA,2614.7,,9.07,2.02%,2724623
710,FTAI,Fortress Transportation and Infrastructure Investors LLC,Industrials,Rental & Leasing Services,USA,1830.57,,19.32,-0.36%,195870
711,FTCH,Farfetch Limited,Consumer Cyclical,Internet Retail,United Kingdom,2735.69,1.89,6.93,1.17%,8170436
712,FTDR,"Frontdoor, Inc.",Consumer Cyclical,Personal Services,USA,2141.57,17.91,25.88,0.70%,1479695
713,FTFT,Future FinTech Group Inc.,Technology,Software - Application,China,29.38,,0.42,-0.31%,72647
714,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,2638.37,,5.89,-4.54%,5583134
715,FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services,USA,75.51,,0.97,2.32%,59815
716,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,47028.85,77.83,59.62,-4.27%,5611771
717,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,19596.96,30.19,54.76,-1.32%,2009439
718,FUBO,fuboTV Inc.,Communication Services,Broadcasting,USA,488.23,,2.61,1.95%,8963548
719,FULT,Fulton Financial Corporation,Financial,Banks - Regional,USA,2335.79,9.21,14.49,0.69%,1393099
720,FUV,"Arcimoto, Inc.",Consumer Cyclical,Recreational Vehicles,USA,108.6,,3.06,3.73%,606383
721,FWBI,"First Wave BioPharma, Inc.",Healthcare,Biotechnology,USA,4.88,,0.22,6.14%,45362257
722,G,Genpact Limited,Technology,Information Technology Services,Bermuda,7957.03,22.19,43.28,-1.21%,703040
723,GAN,GAN Limited,Consumer Cyclical,Gambling,USA,122.66,,2.91,-2.02%,230371
724,GASS,StealthGas Inc.,Energy,Oil & Gas Midstream,Greece,90.33,,2.41,-4.74%,333796
725,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2276.23,8.06,13.52,1.12%,415968
726,GBOX,GreenBox POS,Technology,Software - Infrastructure,USA,35.69,,0.79,-3.32%,568123
727,GBT,"Global Blood Therapeutics, Inc.",Healthcare,Biotechnology,USA,2240.21,,34.84,3.35%,1068613
728,GCI,"Gannett Co., Inc.",Communication Services,Publishing,USA,418.14,2650,2.65,8.16%,1341965
729,GCP,GCP Applied Technologies Inc.,Basic Materials,Specialty Chemicals,USA,2340.94,142.48,31.63,-0.22%,241688
730,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,60015.18,18.55,216.63,-1.42%,744623
731,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,USA,11437.69,39.59,70.2,-2.45%,732399
732,GDOT,Green Dot Corporation,Financial,Credit Services,USA,1399.77,23.82,25.75,0.74%,281107
733,GDS,GDS Holdings Limited,Technology,Software - Infrastructure,China,5277.95,,27.32,-1.80%,1385824
734,GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services,USA,1107.82,,16.51,-2.48%,201075
735,GE,General Electric Company,Industrials,Specialty Industrial Machinery,USA,69089.46,,63.02,1.79%,7261205
736,GEL,"Genesis Energy, L.P.",Energy,Oil & Gas Midstream,USA,993.74,,7.86,-1.75%,347819
737,GEO,"The GEO Group, Inc.",Real Estate,REIT - Healthcare Facilities,USA,780.61,11.92,6.4,0.63%,1051485
738,GERN,Geron Corporation,Healthcare,Biotechnology,USA,708.92,,1.84,3.95%,2093359
739,GES,"Guess', Inc.",Consumer Cyclical,Apparel Retail,USA,1028.28,6.97,17.47,0.98%,482497
740,GEVO,"Gevo, Inc.",Basic Materials,Specialty Chemicals,USA,479.56,,2.34,0.00%,6699032
741,GFF,Griffon Corporation,Industrials,Tools & Accessories,USA,1492.69,13.98,26.16,-0.30%,276766
742,GFI,Gold Fields Limited,Basic Materials,Gold,South Africa,8053.98,10.26,9.06,-1.09%,7156058
743,GGAL,Grupo Financiero Galicia S.A.,Financial,Banks - Regional,Argentina,1804.09,3.48,6.49,-1.07%,874208
744,GGB,Gerdau S.A.,Basic Materials,Steel,Brazil,6581.98,2.41,4.22,-0.94%,18635019
745,GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA,10163.43,23.69,58.98,-1.49%,458730
746,GH,"Guardant Health, Inc.",Healthcare,Diagnostics & Research,USA,4931.88,,48.13,2.14%,738566
747,GIII,"G-III Apparel Group, Ltd.",Consumer Cyclical,Apparel Retail,USA,965.18,4.86,20.15,0.70%,378937
748,GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,4995.82,7.99,26.76,-1.51%,2396842
749,GKOS,Glaukos Corporation,Healthcare,Medical Instruments & Supplies,USA,2223.45,,48.42,2.89%,1056667
750,GL,Globe Life Inc.,Financial,Insurance - Life,USA,9840.76,13.99,100.14,-0.37%,515274
751,GLG,"TD Holdings, Inc.",Industrials,Rental & Leasing Services,China,54.1,16.87,0.25,-2.69%,1462209
752,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,2203.81,6.26,21.16,-2.26%,876906
753,GLOP,GasLog Partners LP,Energy,Oil & Gas Midstream,Greece,260.75,,5.07,-2.87%,180622
754,GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,USA,12208.61,21.78,47.86,0.23%,1454181
755,GLW,Corning Incorporated,Technology,Electronic Components,USA,27373.65,25.93,32.36,-0.28%,2858227
756,GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,46476.48,5.23,31.53,2.14%,19727383
757,GMAB,Genmab A/S,Healthcare,Biotechnology,Denmark,21446.52,67.88,33.33,-1.48%,406602
758,GMBL,"Esports Entertainment Group, Inc.",Consumer Cyclical,Gambling,Malta,15.95,,0.41,-4.85%,192820
759,GMDA,Gamida Cell Ltd.,Healthcare,Biotechnology,Israel,117.48,,2,7.53%,247223
760,GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,USA,5814.37,41.55,56.72,0.41%,341969
761,GMRE,Global Medical REIT Inc.,Real Estate,REIT - Healthcare Facilities,USA,713.47,54.37,10.82,-0.18%,424386
762,GNK,Genco Shipping & Trading Limited,Industrials,Marine Shipping,USA,683.7,3.11,16.19,-2.65%,734433
763,GNL,"Global Net Lease, Inc.",Real Estate,REIT - Office,USA,1525.38,,14.22,2.08%,609491
764,GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,USA,13983.84,29.05,219.32,-1.58%,692622
765,GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,USA,6649.08,20.03,28.3,1.04%,1225080
766,GNUS,"Genius Brands International, Inc.",Communication Services,Entertainment,USA,215.91,,0.68,-0.91%,1252631
767,GNW,"Genworth Financial, Inc.",Financial,Insurance - Life,USA,1917.47,2.29,3.84,3.23%,3079821
768,GOGL,Golden Ocean Group Limited,Industrials,Marine Shipping,Bermuda,2016.33,3.22,10.06,-2.71%,2550302
769,GOGO,Gogo Inc.,Communication Services,Telecom Services,USA,1937.51,21.22,15.36,0.00%,375630
770,GOL,Gol Linhas Aereas Inteligentes S.A.,Industrials,Airlines,Brazil,467.63,,2.88,3.60%,2777795
771,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1497613.6,20.99,2280.41,-1.43%,1487021
772,GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,2425.56,19.94,17.67,1.61%,436478
773,GORO,Gold Resource Corporation,Basic Materials,Gold,USA,139.51,13.33,1.56,-1.27%,1026434
774,GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology,USA,554.52,,7.21,-0.83%,1500505
775,GOVX,"GeoVax Labs, Inc.",Healthcare,Biotechnology,USA,9.48,,0.77,-5.64%,1037260
776,GPC,Genuine Parts Company,Consumer Cyclical,Specialty Retail,USA,19508.53,21.21,136.95,-0.48%,754223
777,GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,USA,6445.19,24.67,20.62,-1.20%,1687140
778,GPL,Great Panther Mining Limited,Basic Materials,Other Industrial Metals & Mining,Canada,45.44,,0.1,-8.36%,4734841
779,GPMT,Granite Point Mortgage Trust Inc.,Real Estate,REIT - Mortgage,USA,508.98,13.26,9.48,-0.42%,292479
780,GPN,Global Payments Inc.,Industrials,Specialty Business Services,USA,31663.23,32.1,112.11,0.51%,1019952
781,GPRE,Green Plains Inc.,Basic Materials,Specialty Chemicals,USA,1576.41,,28.05,-0.46%,643073
782,GPRO,"GoPro, Inc.",Technology,Consumer Electronics,USA,858.79,2.31,5.47,0.18%,1718179
783,GPS,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,USA,3051.19,,8.32,-5.02%,20065616
784,GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction,USA,1034.95,4.88,21.53,0.00%,422242
785,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,19849.39,18.31,101.75,1.14%,870026
786,GROM,"Grom Social Enterprises, Inc.",Communication Services,Internet Content & Information,USA,7,,0.41,-8.13%,634440
787,GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,USA,300.38,5.25,9.74,0.21%,591361
788,GRTS,"Gritstone bio, Inc.",Healthcare,Biotechnology,USA,183.55,,2.53,-4.17%,504327
789,GRWG,GrowGeneration Corp.,Consumer Cyclical,Home Improvement Retail,USA,256.06,165.2,4.13,0.49%,1003318
790,GS,"The Goldman Sachs Group, Inc.",Financial,Capital Markets,USA,101189.05,5.68,292.53,-0.22%,1765809
791,GSBD,"Goldman Sachs BDC, Inc.",Financial,Credit Services,USA,1687.3,9.79,16.56,0.18%,184971
792,GSK,GSK plc,Healthcare,Drug Manufacturers - General,United Kingdom,106346.23,17.07,41.44,-1.96%,5586626
793,GSL,"Global Ship Lease, Inc.",Industrials,Marine Shipping,United Kingdom,560.1,2.43,15.32,-0.33%,424881
794,GSM,Ferroglobe PLC,Basic Materials,Other Industrial Metals & Mining,United Kingdom,1036.25,9.85,5.42,-8.29%,1132389
795,GSV,Gold Standard Ventures Corp,Basic Materials,Gold,Canada,145.63,,0.31,2.66%,362034
796,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,3048.59,3.64,10.95,2.05%,3453091
797,GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,Canada,383.48,,1.05,-3.67%,5071329
798,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA,3246.1,12.57,11,1.10%,543356
799,GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology,USA,259.07,,6.66,4.06%,675595
800,GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,USA,5557.75,150.02,159.02,-3.04%,314867
801,GTN,"Gray Television, Inc.",Communication Services,Broadcasting,USA,1609.7,26.37,16.93,2.48%,517681
802,GWRE,"Guidewire Software, Inc.",Technology,Software - Application,USA,6073.21,,72.49,-2.04%,371220
803,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,8235.43,530.43,74.26,0.13%,335634
804,HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,USA,789.97,,15.05,6.51%,1084465
805,HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,USA,2068.2,18.84,22.5,1.53%,947089
806,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,25839.81,16.52,28.6,-2.59%,10239645
807,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USA,6609.49,16.57,49.45,-1.10%,1057740
808,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,11432.2,27.24,81.16,-1.64%,868034
809,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,USA,2571.02,21.83,29.41,-19.05%,9867058
810,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,17918.67,17.04,12.34,0.41%,11522552
811,HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USA,3752.84,7.63,10.88,1.68%,6145805
812,HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,1218.35,,3.33,-3.20%,2477953
813,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USA,50864.59,8,170.11,0.43%,1842628
814,HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,USA,1480.84,4.63,28.56,-0.17%,611057
815,HCM,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers - General,Hong Kong,2137.3,,13.4,-10.67%,382303
816,HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,293257.32,18.1,285.12,-0.44%,2689643
817,HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USA,328.21,5.39,7.25,-7.41%,988034
818,HEAR,Turtle Beach Corporation,Technology,Consumer Electronics,USA,212.21,152.79,13.14,-0.53%,113906
819,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29359.52,40.56,94.58,-3.88%,1958726
820,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,7389.59,15.14,27.88,-2.00%,291408
821,HEXO,HEXO Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,122.21,,0.2,0.95%,4835542
822,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,4444.81,18.08,36.96,0.57%,593752
823,HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,USA,2836.08,14.71,39.39,-0.05%,236734
824,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,21512.61,8.93,64.93,-0.26%,1825062
825,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,1127.66,2.32,6.46,1.73%,3068092
826,HIVE,HIVE Blockchain Technologies Ltd.,Financial,Capital Markets,Canada,335.88,0.26,3.15,-3.37%,1236054
827,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,3615.42,11.86,33.66,1.45%,630801
828,HL,Hecla Mining Company,Basic Materials,Gold,USA,2065.71,116.56,3.73,5.67%,10323271
829,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,2535.82,6.08,22.7,15.17%,3515088
830,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,913.72,62.45,8.93,-1.65%,347743
831,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,31999.9,43.44,112.64,0.94%,2678405
832,HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,412.38,,2.71,-5.24%,1474692
833,HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,Japan,42524.84,7.96,24.04,0.50%,1100871
834,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,South Africa,1882.47,46.67,3.08,-4.35%,3952653
835,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,4799.97,8.15,32.31,1.41%,989809
836,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,17725.13,11.64,70.68,-1.04%,1153303
837,HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial,Banks - Regional,USA,4419.25,12.12,21.53,1.17%,1104148
838,HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USA,118488.83,23.06,173.61,0.45%,2757553
839,HOPE,"Hope Bancorp, Inc.",Financial,Banks - Regional,USA,1678.44,7.72,13.98,0.65%,650610
840,HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USA,13.36,,0.41,2.60%,16903741
841,HOUS,Anywhere Real Estate Inc.,Real Estate,Real Estate Services,USA,1211.99,3.66,10.16,0.30%,1129245
842,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,4002.24,,39.18,-5.91%,1229021
843,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,16853.43,4.72,13.12,0.46%,10434444
844,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,2346.64,63.06,21.63,-4.50%,139290
845,HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office,USA,2217.56,,14.91,2.69%,1290994
846,HPQ,HP Inc.,Technology,Computer Hardware,USA,32066.57,5.62,31.33,-0.22%,9757928
847,HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,USA,4729.96,,58.75,-5.01%,1050862
