No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1,A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,35804.19,28.75,119.24,-3.15%,1196762
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,7935.39,11.29,42.25,-1.12%,4269158
3,AAL,American Airlines Group Inc.,Industrials,Airlines,USA,9682.62,,14.77,9.98%,74670701
4,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,11214.24,20.47,183.84,1.15%,787279
5,AAPL,Apple Inc.,Technology,Consumer Electronics,USA,2349692.3,23.71,145.86,0.68%,77443783
6,AAU,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,28.99,,0.22,-5.45%,302176
7,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1682.7,3.93,60.42,-0.12%,206883
8,AB,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,4129.71,10.42,41.01,-0.02%,211272
9,ABB,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,52129.04,11.2,26.42,-0.08%,2693882
10,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,267914.92,21.87,152.46,-0.50%,5306756
11,ABCB,Ameris Bancorp,Financial,Banks - Regional,USA,2844.92,8.56,40.94,0.59%,309816
12,ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,38666.45,15.79,2.51,-2.33%,32751437
13,ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2868.52,20.04,42.75,-1.06%,213292
14,ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,2204.36,7.1,13.83,0.58%,1660125
15,ABT,Abbott Laboratories,Healthcare,Medical Devices,USA,190026.43,25,108.3,-0.54%,5756261
16,ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,382.26,,2.57,-0.39%,863154
17,ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,2502.19,,15.53,-2.45%,2389852
18,ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,396.55,,1.3,3.17%,8975060
19,ACC,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,9034.42,164.05,64.8,-0.17%,1086653
20,ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,636.26,5.36,6.59,0.46%,471772
21,ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,650.69,,17.11,2.58%,599542
22,ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,16719.48,9.46,44.18,-0.92%,2270338
23,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,6450.81,27.4,72.8,-0.66%,440789
24,ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3103.92,21.93,27,-0.59%,562502
25,ACM,AECOM,Industrials,Engineering & Construction,USA,9073.59,32.13,64.07,-1.57%,540118
26,ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,887.65,26.04,15.44,-2.83%,869239
27,ACN,Accenture plc,Technology,Information Technology Services,Ireland,173315.22,26.55,273.67,-0.44%,2273469
28,ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,583.12,9.28,12.42,0.32%,715309
29,ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,1039.46,,15.32,-1.10%,298266
30,ACRX,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,49.27,,0.29,-0.45%,1788819
31,ADAP,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,280.56,,1.76,2.92%,122578
32,ADBE,Adobe Inc.,Technology,Software - Infrastructure,USA,176406.16,36.68,375.54,-2.24%,2632687
33,ADI,"Analog Devices, Inc.",Technology,Semiconductors,USA,76254.63,42,148.05,0.33%,2305781
34,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,41585.69,13.45,72.85,0.30%,2016459
35,ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,428.42,,2.24,0.00%,1595604
36,ADMP,Adamis Pharmaceuticals Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,72.99,,0.49,-5.72%,487947
37,ADNT,Adient plc,Consumer Cyclical,Auto Parts,Ireland,2811.74,3.87,30.25,7.00%,932390
38,ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,88378.45,31.35,212.29,-1.21%,1257600
39,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,37947.07,78.19,172.33,-2.48%,1425816
40,ADT,ADT Inc.,Industrials,Security & Protection Services,USA,6026.82,,6.69,1.06%,1832556
41,ADTN,"ADTRAN, Inc.",Technology,Communication Equipment,USA,956.17,,19.85,-1.15%,10790415
42,ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,157.28,,1.74,8.07%,1943092
43,AEG,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,8556.58,5.15,4.13,-0.72%,2788936
44,AEL,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,3397.15,4.89,36.09,-0.22%,545328
45,AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,19962.49,22.57,43.89,-2.23%,2499259
46,AEMD,"Aethlon Medical, Inc.",Healthcare,Medical Devices,USA,15.39,,1.01,0.00%,141132
47,AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,2002.34,6.88,11.8,-0.51%,4620736
48,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,9819.99,,40.18,4.04%,753397
49,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,14013.02,,21.07,-1.08%,2781205
50,AEZS,Aeterna Zentaris Inc.,Healthcare,Biotechnology,USA,25.96,,0.23,0.53%,809348
51,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,35969.58,9.15,55.74,-0.54%,1948279
52,AFMD,Affimed N.V.,Healthcare,Biotechnology,Germany,448.74,,2.97,3.12%,957416
53,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,7082.05,7.85,93.32,-0.90%,1001372
54,AGEN,Agenus Inc.,Healthcare,Biotechnology,USA,694.44,,2.72,5.84%,6651477
55,AGI,Alamos Gold Inc.,Basic Materials,Gold,Canada,3571.57,,7.11,-0.97%,6622261
56,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1318.73,,24.06,2.43%,453636
57,AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,29.84,,0.5,-0.60%,181047
58,AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,6013.43,,11.42,0.71%,8089660
59,AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,837.45,4.82,7.5,-1.06%,854248
60,AGRX,"Agile Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,8.79,,0.67,-3.40%,10767957
61,AGTC,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,41.51,,0.85,-1.34%,854344
62,AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,1148.15,53.95,12.84,0.31%,170034
63,AHT,"Ashford Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,246.18,,7.57,8.76%,1017816
64,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,40748.77,4.41,51.12,-0.64%,3686475
65,AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,1054.01,,6.79,3.03%,1134410
66,AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,USA,9364.6,16.7,173.13,-2.46%,384371
67,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,34735.82,36.16,164.82,-0.62%,687250
68,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,14436.62,24.03,89.33,-1.38%,741649
69,AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,80.96,,0.45,7.02%,5499559
70,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1544.07,42.44,16.17,2.80%,515075
71,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,189.41,,3.45,0.58%,153080
72,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,3663.91,,33.54,2.10%,488717
73,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,22607.42,82.35,195.82,-2.00%,933576
74,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,289.64,,5.14,14.99%,3998792
75,ALEC,"Alector, Inc.",Healthcare,Biotechnology,USA,936.72,,11.26,6.93%,651682
76,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,19480.19,28.05,248.98,-0.20%,565201
77,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,5281.01,11.77,41.8,3.62%,1652661
78,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,4985.33,,30.73,-0.55%,1064684
79,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,35295.31,11.43,128.03,-1.76%,1704744
80,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,8722.87,18.62,96.91,-1.00%,774320
81,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,194.47,,3.62,0.28%,518760
82,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,11082.1,4.15,34.06,-0.15%,3415796
83,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,20.23,,0.2,0.74%,12526601
84,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,17728.07,,145.85,-3.35%,781768
85,ALPP,"Alpine 4 Holdings, Inc.",Industrials,Metal Fabrication,USA,106.48,,0.62,-6.72%,656390
86,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,3677.62,8.66,37.82,2.02%,516266
87,ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,USA,285.38,7.34,3.76,-0.27%,821809
88,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,6572.4,18.37,75.78,2.63%,631720
89,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,4338.82,13.22,9.03,-2.90%,4027760
90,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,76818,11.84,88.73,0.12%,5490644
91,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,2462.53,,64.38,-1.12%,660142
92,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,530.97,,11.68,0.86%,660604
93,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,7963.49,,15.6,4.35%,52590716
94,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,1264.82,4.74,29.15,2.53%,216443
95,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,123664.26,28.48,76.36,-0.77%,77754366
96,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,25700.5,24.63,110.26,-1.49%,933397
97,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,3915.49,21.02,121.94,1.62%,376550
98,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,131368.28,24.32,246.97,-0.33%,2699324
99,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,12265.72,73.7,35.08,-2.26%,3310343
100,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,3946.69,5.8,16.36,0.00%,610037
101,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,25645.97,8.89,231.65,0.11%,580179
102,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,36.21,,0.17,2.29%,1734505
103,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1763.78,22.26,35.82,-2.21%,331944
104,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,229.24,,5.86,-4.56%,930125
105,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,2182.04,3.15,117.44,1.96%,422284
106,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,2168.36,30.82,44.47,0.18%,171216
107,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,538.65,,1.4,-2.10%,5344725
108,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,657.86,,2.04,-0.73%,2939100
109,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,957.34,317,3.17,-4.23%,402382
110,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,135.52,,4.74,-0.42%,204890
111,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,63532.94,13.18,19.87,0.71%,2049974
112,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1118847.51,52.81,109.22,-2.26%,53922940
113,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,6747.13,5.29,114.3,1.46%,492788
114,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,1040.36,10.97,30.42,-0.59%,164523
115,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,29986.99,33.66,98.26,-3.38%,1774397
116,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,876.46,5.21,16.92,1.99%,1030338
117,ANGI,Angi Inc.,Communication Services,Internet Content & Information,USA,2034.41,,3.91,-2.49%,761504
118,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,20980.1,46.38,238.6,-2.35%,420670
119,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,42.41,,0.66,-3.67%,1038004
120,AON,Aon plc,Financial,Insurance Brokers,Ireland,57448,42.97,270.56,-1.27%,753579
121,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,9164.29,17.67,56.14,-0.97%,1513842
122,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,849.67,2.03,32.92,-0.63%,285362
123,APA,APA Corporation,Energy,Oil & Gas E&P,USA,10861.78,4.62,32.43,-5.20%,11237382
124,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2932.37,7.56,36.22,-0.03%,264282
125,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,52235.27,23.73,231.93,-0.92%,2143421
126,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,3659.81,,15.29,0.79%,1605844
127,APH,Amphenol Corporation,Technology,Electronic Components,USA,38409.11,24.19,64.38,-0.91%,2001567
128,APLD,"Applied Blockchain, Inc.",Financial,Capital Markets,USA,101.52,,0.99,-6.94%,400897
129,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,3497.6,41.45,15.17,1.13%,1267074
130,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,5106.93,,48.02,2.87%,903306
131,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,29554.29,15.28,50.71,0.02%,1750296
132,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,3535.89,,48.96,-4.51%,288577
133,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,1658.15,48.03,16.33,-1.09%,1973110
134,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,24422.25,75.94,89.91,2.74%,2568176
135,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA,220.28,,6.72,7.52%,178835
136,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA,115.89,,1.7,4.94%,573068
137,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,39.22,,0.8,-2.93%,521940
138,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,4038.06,77.8,32.91,-2.66%,538931
139,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,9780.85,,30.66,-2.26%,4714432
140,ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA,192.01,,2.06,-3.74%,425918
141,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,2518.08,4.42,138.28,0.13%,342636
142,ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay,1378.19,13.35,6.34,0.96%,330859
143,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,480.56,,18.3,1.39%,420970
144,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,97.87,,0.7,5.59%,2377586
145,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,23894.59,52.08,143.21,-0.18%,998224
146,AREB,"American Rebel Holdings, Inc.",Consumer Cyclical,Footwear & Accessories,USA,6.15,,1.24,5.08%,1168661
147,ARES,Ares Management Corporation,Financial,Asset Management,USA,17601.18,31.1,60.34,0.99%,592152
148,ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,1490.34,9.15,10.64,0.09%,562909
149,ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA,538.58,,6.23,0.48%,476084
150,ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA,2434.52,13.67,19.78,-1.00%,210603
151,ARMK,Aramark,Consumer Cyclical,Restaurants,USA,7878.3,46.26,30.39,0.46%,988821
152,AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA,1217.15,49.69,7.9,-1.74%,812167
153,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA,731.4,,7.03,0.00%,2715355
154,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA,15.1,,0.36,2.84%,352813
155,ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA,2598.82,,48.74,-1.16%,386333
156,ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA,7431.77,6.3,112.11,0.93%,373971
157,ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4434.27,,41.5,2.98%,607482
158,ASB,Associated Banc-Corp,Financial,Banks - Regional,USA,2756.32,8.84,18.34,0.00%,1355262
159,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5520.45,43.04,99.99,-0.89%,280521
160,ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,100.78,,2.08,1.46%,241604
161,ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,174982.15,33.18,434.49,-1.04%,847720
162,ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,4668.71,,90.06,-0.78%,283561
163,ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,USA,393.98,,10.8,2.96%,558766
164,ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,126.45,43.46,2.83,-12.81%,1695138
165,ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,10670.22,4.8,5.06,0.20%,4121440
166,ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,USA,99.9,,0.44,-0.05%,699128
167,ATCO,Atlas Corp.,Financial,Asset Management,United Kingdom,2632.01,6.98,10.55,1.83%,466345
168,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA,693.03,,6.84,0.29%,340551
169,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1023.34,11.05,13.63,-3.26%,433375
170,ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA,1618.75,,37,0.19%,346568
171,ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA,2754.52,,22.53,3.40%,1038903
172,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,3791.06,4.94,85.79,-2.32%,286681
173,ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,60.88,,0.57,12.34%,891914
174,ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA,134.22,,1.06,0.00%,603754
175,ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,826.94,,8.66,17.03%,2850688
176,ATSG,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2051.29,9.09,27.56,-0.65%,207822
177,ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,USA,2384.83,4.48,8.87,5.85%,2594717
178,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,60213.25,24.24,76.54,-1.61%,6601957
179,AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa,5989.37,9.79,14.5,-0.96%,2422806
180,AUD,"Audacy, Inc.",Communication Services,Broadcasting,USA,121.4,14.73,0.77,-7.73%,1229915
181,AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,USA,51.6,63,0.31,-4.75%,915065
182,AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,1661.98,,11.84,1.20%,1207960
183,AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada,4394.9,30,4.71,-2.08%,11741536
184,AVA,Avista Corporation,Utilities,Utilities - Diversified,USA,3100.56,20,42.34,-0.42%,260952
185,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA,27038.25,23.85,191.34,0.41%,611386
186,AVCT,"American Virtual Cloud Technologies, Inc.",Technology,Information Technology Services,USA,29.4,,0.31,10.14%,2002419
187,AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,270.48,,4.7,-5.05%,1208513
188,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,194329.07,23.85,481.37,-0.31%,2108695
189,AVLR,"Avalara, Inc.",Technology,Software - Application,USA,7159.96,,83.43,-2.47%,898272
190,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,3632.59,15.37,39.25,0.36%,281284
191,AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA,41.8,,0.97,-7.06%,785076
192,AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA,4194.23,8.23,43.59,0.46%,787988
193,AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA,935.81,,12.31,1.15%,783997
194,AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA,13748.94,19.02,166.03,1.39%,362292
195,AVYA,Avaya Holdings Corp.,Technology,Software - Application,USA,185.22,,2.2,-5.58%,3137589
196,AWH,Aspira Women's Health Inc.,Healthcare,Diagnostics & Research,USA,92.68,,0.9,4.79%,340632
197,AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,89.03,,1.16,0.87%,297833
198,AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,889.61,,7.76,7.63%,1654142
199,AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,6638.93,181.35,92.49,-1.21%,287933
200,AXP,American Express Company,Financial,Credit Services,USA,104270.87,13.94,139.18,-1.00%,4040162
201,AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,Bermuda,4714.42,7.61,54.66,-0.16%,389765
202,AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA,1618.15,,42.03,-2.89%,990473
203,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA,5096.08,18.31,23.03,1.54%,1265273
204,AXU,Alexco Resource Corp.,Basic Materials,Other Precious Metals & Mining,Canada,66.03,,0.42,6.48%,3326301
205,AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,United Kingdom,3628.61,,32.24,-2.89%,531165
206,AYX,"Alteryx, Inc.",Technology,Software - Application,USA,3332.92,,48.5,-4.24%,484203
207,AZTA,"Azenta, Inc.",Healthcare,Medical Instruments & Supplies,USA,5654.96,,74.92,-1.10%,464369
208,AZUL,Azul S.A.,Industrials,Airlines,Brazil,695.84,6.69,6.8,6.42%,2810264
209,BA,The Boeing Company,Industrials,Aerospace & Defense,USA,87621.94,,147.15,7.42%,18549375
210,BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China,298501.51,31.95,109.21,-0.33%,22268815
211,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,253220.09,8.94,31.36,-0.32%,39446575
212,BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,USA,11951.65,26.21,90.44,-1.62%,1045693
213,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,USA,22204.66,19.99,67.66,-1.11%,1997892
214,BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,USA,1104.77,,20.65,2.89%,504954
215,BAM,Brookfield Asset Management Inc.,Financial,Asset Management,Canada,74318.14,18.3,44.88,0.94%,1228297
216,BAND,Bandwidth Inc.,Technology,Software - Infrastructure,USA,463.41,,17.92,1.73%,275750
217,BAP,Credicorp Ltd.,Financial,Banks - Regional,Peru,11430.38,9.11,119.74,-0.54%,190721
218,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,32583.2,31.01,64.68,0.26%,2648795
219,BB,BlackBerry Limited,Technology,Software - Infrastructure,Canada,3306.84,,5.63,-1.40%,6405587
220,BBAR,Banco BBVA Argentina S.A.,Financial,Banks - Regional,Argentina,1011.55,2.72,2.23,-2.62%,514986
221,BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,Specialty Retail,USA,430.72,,5.04,5.00%,10348872
222,BBD,Banco Bradesco S.A.,Financial,Banks - Regional,Brazil,29867.88,3.41,3.11,-0.96%,32164436
223,BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure,USA,219.38,,1.06,0.00%,7100133
224,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial,Banks - Diversified,Spain,26002.34,5.52,4.07,-5.13%,3666004
225,BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,USA,6252.56,6.14,26.85,-0.26%,3124271
226,BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USA,15793.8,7.8,70.42,0.73%,2262817
227,BC,Brunswick Corporation,Consumer Cyclical,Leisure,USA,5362.04,9.2,70.73,2.34%,541745
228,BCC,Boise Cascade Company,Basic Materials,Lumber & Wood Production,USA,2456.33,2.84,61.81,0.68%,243408
229,BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USA,26.02,,1.52,1.33%,16966
230,BCE,BCE Inc.,Communication Services,Telecom Services,Canada,44351.09,19.5,48.79,0.04%,1084304
231,BCOR,"Blucora, Inc.",Financial,Asset Management,USA,866.43,64.75,18.13,1.40%,179797
232,BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2069.17,,11.24,0.99%,2990361
233,BCS,Barclays PLC,Financial,Banks - Diversified,United Kingdom,28985.65,4.31,7.25,-0.28%,5681822
234,BDN,Brandywine Realty Trust,Real Estate,REIT - Office,USA,1617.83,144.06,9.22,1.88%,1107767
235,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,67737.8,37.36,236.92,-2.78%,969421
236,BE,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,USA,3029.27,,17.49,-2.13%,1963484
237,BECN,"Beacon Roofing Supply, Inc.",Industrials,Building Products & Equipment,USA,3785.63,14.13,55.16,0.38%,365128
238,BEN,"Franklin Resources, Inc.",Financial,Asset Management,USA,12224.54,6.45,24.03,1.69%,3847860
